"prtage","pesex","ptdtrace","pehspnon","prcitshp","peeduca","vote"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
79,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
59,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
52,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
28,"FEMALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
34,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
66,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
51,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
21,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
76,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
80,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
60,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
33,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
71,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
28,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
60,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
69,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
47,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
48,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
75,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
64,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
28,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
58,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
49,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","SOME COLLEGE BUT NO DEGREE","did not vote"
39,"MALE","Hawaiian/Pacific Islander Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
38,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","did not vote"
19,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
39,"MALE","W-A-HP","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
66,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
75,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","did not vote"
54,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
18,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","11TH GRADE","vote"
35,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
54,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
64,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
80,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
33,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","vote"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
36,"MALE","White-Black","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
49,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
52,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN ABROAD OF","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
41,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
68,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
66,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
57,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
53,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
40,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
60,"MALE","American Indian, Alaskan","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
39,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
75,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
74,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
78,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
80,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
42,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
35,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
36,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
63,"FEMALE","Black-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
44,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
76,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","10TH GRADE","did not vote"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
43,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","DOCTORATE DEGREE","vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
54,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","PROFESSIONAL SCHOOL DEG","did not vote"
28,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
39,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
66,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
45,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
24,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
44,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
36,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
53,"MALE","White Only","HISPANIC","NATIVE, BORN IN PUERTO RICO OR","BACHELOR'S DEGREE","did not vote"
68,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
60,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
39,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
32,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
85,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","did not vote"
59,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
21,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
75,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
39,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","PROFESSIONAL SCHOOL DEG","vote"
67,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
51,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
56,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
25,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
85,"MALE","Asian Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
32,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
47,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
61,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
51,"FEMALE","White-AI","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","vote"
53,"FEMALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","DOCTORATE DEGREE","did not vote"
72,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
26,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
45,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
37,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
38,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
61,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
66,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
68,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
48,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
23,"FEMALE","White Only","HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
61,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
56,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
36,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
75,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
85,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
29,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
79,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
52,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
19,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
34,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
73,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","did not vote"
47,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
80,"FEMALE","Black Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","12TH GRADE NO DIPLOMA","did not vote"
25,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
60,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
64,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
30,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","vote"
49,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
80,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
60,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
68,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","DOCTORATE DEGREE","did not vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
76,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","LESS THAN 1ST GRADE","did not vote"
31,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
68,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
57,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
52,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
37,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","vote"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
60,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","9TH GRADE","did not vote"
48,"MALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
22,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
50,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
85,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
45,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
44,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
65,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
51,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
41,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
54,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
50,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
55,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
58,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
34,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-ACADEMIC","did not vote"
35,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
47,"MALE","White Only","NON-HISPANIC","FOREIGN BORN, U.S. CITIZEN BY","MASTER'S DEGREE (EX: MA, MS,","vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
38,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
75,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
64,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","MASTER'S DEGREE (EX: MA, MS,","did not vote"
40,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
80,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
24,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
30,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","did not vote"
64,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
59,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
33,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
18,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
80,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
61,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
46,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
78,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
23,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","BACHELOR'S DEGREE","vote"
61,"FEMALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
26,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
33,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
56,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","did not vote"
45,"MALE","Black Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","SOME COLLEGE BUT NO DEGREE","vote"
73,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","7TH OR 8TH GRADE","did not vote"
48,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","did not vote"
41,"FEMALE","White Only","HISPANIC","NATIVE, BORN IN THE UNITED","12TH GRADE NO DIPLOMA","vote"
42,"FEMALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","HIGH SCHOOL GRAD-DIPLOMA OR","vote"
73,"MALE","White Only","NON-HISPANIC","NATIVE, BORN IN THE UNITED","ASSOCIATE DEGREE-OCCUPATIONAL/","did not vote"
